,cat 1,cat 2,cat 3,cat 4,cat 5,cat final,url
31,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Museums,0,0,https://www.amazon.com/s?bbn=154641011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154641011%2Cn%3A154643011&dc&qid=1660773555&rnid=154641011&ref=lp_154641011_nr_n_0
32,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Private,0,0,https://www.amazon.com/s?bbn=154641011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154641011%2Cn%3A154644011&dc&qid=1660773555&rnid=154641011&ref=lp_154641011_nr_n_1
33,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Ceramics,0,0,https://www.amazon.com/s?bbn=154645011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154645011%2Cn%3A154646011&dc&qid=1660773557&rnid=154645011&ref=lp_154645011_nr_n_0
34,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Conceptual,0,0,https://www.amazon.com/s?bbn=154645011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154645011%2Cn%3A154647011&dc&qid=1660773557&rnid=154645011&ref=lp_154645011_nr_n_1
35,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Mixed Media,0,0,https://www.amazon.com/s?bbn=154645011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154645011%2Cn%3A154648011&dc&qid=1660773557&rnid=154645011&ref=lp_154645011_nr_n_2
36,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Mosaic,0,0,https://www.amazon.com/s?bbn=154645011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154645011%2Cn%3A154649011&dc&qid=1660773557&rnid=154645011&ref=lp_154645011_nr_n_3
37,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Video Games,0,0,https://www.amazon.com/s?bbn=154645011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154645011%2Cn%3A17744479011&dc&qid=1660773557&rnid=154645011&ref=lp_154645011_nr_n_4
38,Arts & Photography,Art,Painting,0,0,finale,https://www.amazon.com/s?bbn=154608011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154650011&dc&qid=1660772049&rnid=154608011&ref=lp_154608011_nr_n_5
39,Arts & Photography,Art,Religious,0,0,finale,https://www.amazon.com/s?bbn=154608011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154653011&dc&qid=1660772049&rnid=154608011&ref=lp_154608011_nr_n_6
40,Arts & Photography,Art,Sculpture,0,0,finale,https://www.amazon.com/s?bbn=154608011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A154654011&dc&qid=1660772049&rnid=154608011&ref=lp_154608011_nr_n_7
41,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Environmental & Land Art,0,0,https://www.amazon.com/s?bbn=11650838011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A11650838011%2Cn%3A16232443011&dc&qid=1660773564&rnid=11650838011&ref=lp_11650838011_nr_n_0
42,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Human Figure,0,0,https://www.amazon.com/s?bbn=11650838011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A11650838011%2Cn%3A11650840011&dc&qid=1660773564&rnid=11650838011&ref=lp_11650838011_nr_n_1
43,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Landscapes & Seascapes,0,0,https://www.amazon.com/s?bbn=11650838011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A11650838011%2Cn%3A11650841011&dc&qid=1660773564&rnid=11650838011&ref=lp_11650838011_nr_n_2
44,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Plants & Animals,0,0,https://www.amazon.com/s?bbn=11650838011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A11650838011%2Cn%3A11650842011&dc&qid=1660773564&rnid=11650838011&ref=lp_11650838011_nr_n_3
45,Arts & Photography,Art,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Science Fiction & Fantasy,0,0,https://www.amazon.com/s?bbn=11650838011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A11650838011%2Cn%3A11650843011&dc&qid=1660773564&rnid=11650838011&ref=lp_11650838011_nr_n_4
46,Arts & Photography,Art,Women Artists,0,0,finale,https://www.amazon.com/s?bbn=154608011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154608011%2Cn%3A17744480011&dc&qid=1660772049&rnid=154608011&ref=lp_154608011_nr_n_9
47,Arts & Photography,Dance,Ballet,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154693011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_0
48,Arts & Photography,Dance,Ballroom,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154694011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_1
49,Arts & Photography,Dance,Classical,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154695011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_2
50,Arts & Photography,Dance,Folk,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154696011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_3
51,Arts & Photography,Dance,Jazz,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154698011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_4
52,Arts & Photography,Dance,Modern,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154699011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_5
53,Arts & Photography,Dance,Notation,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154700011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_6
54,Arts & Photography,Dance,Popular,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154701011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_7
55,Arts & Photography,Dance,Reference,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154702011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_8
56,Arts & Photography,Dance,Tap,0,0,finale,https://www.amazon.com/s?bbn=154692011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154692011%2Cn%3A154703011&dc&qid=1660772050&rnid=154692011&ref=lp_154692011_nr_n_9
57,Arts & Photography,Fashion,0,0,0,finale,https://www.amazon.com/s?bbn=154607011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154656011&dc&qid=1660771887&rnid=154607011&ref=lp_154607011_nr_n_3
58,Arts & Photography,Graphic Design,Airbrush,0,0,finale,https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154658011&dc&qid=1660772054&rnid=154657011&ref=lp_154657011_nr_n_0
59,Arts & Photography,Graphic Design,Animation,0,0,finale,https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154659011&dc&qid=1660772054&rnid=154657011&ref=lp_154657011_nr_n_1
60,Arts & Photography,Graphic Design,Calligraphy,0,0,finale,https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154660011&dc&qid=1660772054&rnid=154657011&ref=lp_154657011_nr_n_2
61,Arts & Photography,Graphic Design,Cartooning,0,0,finale,https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154661011&dc&qid=1660772054&rnid=154657011&ref=lp_154657011_nr_n_3
62,Arts & Photography,Graphic Design,Clip Art,0,0,finale,https://www.amazon.com/s?bbn=154657011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154662011&dc&qid=1660772054&rnid=154657011&ref=lp_154657011_nr_n_4
63,Arts & Photography,Graphic Design,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Advertising,0,0,https://www.amazon.com/s?bbn=154663011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154663011%2Cn%3A154664011&dc&qid=1660773597&rnid=154663011&ref=lp_154663011_nr_n_0
64,Arts & Photography,Graphic Design,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Annuals,0,0,https://www.amazon.com/s?bbn=154663011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154663011%2Cn%3A154665011&dc&qid=1660773597&rnid=154663011&ref=lp_154663011_nr_n_1
65,Arts & Photography,Graphic Design,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Fashion Design,0,0,https://www.amazon.com/s?bbn=154663011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154663011%2Cn%3A154666011&dc&qid=1660773597&rnid=154663011&ref=lp_154663011_nr_n_2
66,Arts & Photography,Graphic Design,"0               Architects, A-Z
1       Building Types & Styles
2                     Criticism
3           Drawing & Modelling
4         Historic Preservation
                 ...           
3259                     Turkey
3260                          0
3261                    Regions
3262                     States
3263           Washington, D.C.
Name: cat 3, Length: 3264, dtype: object",Illustration,0,0,https://www.amazon.com/s?bbn=154663011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154607011%2Cn%3A154657011%2Cn%3A154663011%2Cn%3A154668011&dc&qid=1660773597&rnid=154663011&ref=lp_154663011_nr_n_3
