;0;1;2;3;4;5;6
0;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156549011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_0;Health, Fitness & Dieting;Addiction & Recovery;Adult Children of Alcoholics;;;
1;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156550011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_1;Health, Fitness & Dieting;Addiction & Recovery;Alcoholism;;;
2;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156551011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_2;Health, Fitness & Dieting;Addiction & Recovery;Drug Dependency;;;
3;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717487011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_3;Health, Fitness & Dieting;Addiction & Recovery;Gambling;;;
4;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717488011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_4;Health, Fitness & Dieting;Addiction & Recovery;Hoarding;;;
5;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717489011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_5;Health, Fitness & Dieting;Addiction & Recovery;Obsessive Compulsive Disorder (OCD);;;
6;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717490011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_6;Health, Fitness & Dieting;Addiction & Recovery;Sexual Addiction;;;
7;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717491011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_7;Health, Fitness & Dieting;Addiction & Recovery;Tobacco;;;
8;https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156554011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_8;Health, Fitness & Dieting;Addiction & Recovery;Twelve-Step Programs;;;
9;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156432011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_0;Health, Fitness & Dieting;Alternative Medicine;Acupuncture & Acupressure;;;
10;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A11717358011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_1;Health, Fitness & Dieting;Alternative Medicine;Alternative Therapies;;;
11;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156433011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_2;Health, Fitness & Dieting;Alternative Medicine;Aromatherapy;;;
12;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A11717359011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_3;Health, Fitness & Dieting;Alternative Medicine;Energy Healing;;;
13;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156435011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_4;Health, Fitness & Dieting;Alternative Medicine;Healing;;;
14;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156436011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_5;Health, Fitness & Dieting;Alternative Medicine;Herbal Remedies;;;
15;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156437011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_6;Health, Fitness & Dieting;Alternative Medicine;Holistic;;;
16;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156438011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_7;Health, Fitness & Dieting;Alternative Medicine;Homeopathy;;;
17;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A11717360011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_8;Health, Fitness & Dieting;Alternative Medicine;Hypnotherapy;;;
18;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156439011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_9;Health, Fitness & Dieting;Alternative Medicine;Massage;;;
19;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156440011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_10;Health, Fitness & Dieting;Alternative Medicine;Meditation;;;
20;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156441011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_11;Health, Fitness & Dieting;Alternative Medicine;Naturopathy;;;
21;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156442011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_12;Health, Fitness & Dieting;Alternative Medicine;Vitamins;;;
22;https://www.amazon.com/s?bbn=156443011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156443011%2Cn%3A156444011&dc&qid=1690007617&rnid=156443011&ref=lp_156443011_nr_n_0;Health, Fitness & Dieting;Beauty, Grooming, & Style;Cosmetics;;;
23;https://www.amazon.com/s?bbn=156443011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156443011%2Cn%3A156446011&dc&qid=1690007617&rnid=156443011&ref=lp_156443011_nr_n_1;Health, Fitness & Dieting;Beauty, Grooming, & Style;Hair;;;
24;https://www.amazon.com/s?bbn=156443011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156443011%2Cn%3A156447011&dc&qid=1690007617&rnid=156443011&ref=lp_156443011_nr_n_2;Health, Fitness & Dieting;Beauty, Grooming, & Style;Skin Care;;;
25;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156513011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Adolescent Psychology;;;
26;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156514011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Applied Psychology;;;
27;https://www.amazon.com/s?bbn=156515011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156515011%2Cn%3A156516011&dc&qid=1690007638&rnid=156515011&ref=lp_156515011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Child Development & Psychology;Development;;
28;https://www.amazon.com/s?bbn=156515011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156515011%2Cn%3A156517011&dc&qid=1690007638&rnid=156515011&ref=lp_156515011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Child Development & Psychology;Psychology;;
29;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156518011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_3;Health, Fitness & Dieting;Counseling & Psychology;Clinical Psychology;;;
30;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717461011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_4;Health, Fitness & Dieting;Counseling & Psychology;Cognitive Neuroscience & Cognitive Neuropsychology;;;
31;https://www.amazon.com/s?bbn=156519011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156519011%2Cn%3A156520011&dc&qid=1690007651&rnid=156519011&ref=lp_156519011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Counseling;Adolescent;;
32;https://www.amazon.com/s?bbn=156519011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156519011%2Cn%3A156521011&dc&qid=1690007651&rnid=156519011&ref=lp_156519011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Counseling;Children;;
33;https://www.amazon.com/s?bbn=156519011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156519011%2Cn%3A156522011&dc&qid=1690007651&rnid=156519011&ref=lp_156519011_nr_n_2;Health, Fitness & Dieting;Counseling & Psychology;Counseling;Couples & Family Therapy;;
34;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156524011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_6;Health, Fitness & Dieting;Counseling & Psychology;Creativity & Genius;;;
35;https://www.amazon.com/s?bbn=156525011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156525011%2Cn%3A11717462011&dc&qid=1690007666&rnid=156525011&ref=lp_156525011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Developmental Psychology;Adulthood & Aging;;
36;https://www.amazon.com/s?bbn=156525011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156525011%2Cn%3A11717463011&dc&qid=1690007666&rnid=156525011&ref=lp_156525011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Developmental Psychology;Lifespan Development;;
37;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156526011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_8;Health, Fitness & Dieting;Counseling & Psychology;Education & Training;;;
38;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A17744519011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_9;Health, Fitness & Dieting;Counseling & Psychology;Essays;;;
39;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717464011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_10;Health, Fitness & Dieting;Counseling & Psychology;Ethnopsychology;;;
40;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A14530442011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_11;Health, Fitness & Dieting;Counseling & Psychology;Evolutionary Psychology;;;
41;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156527011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_12;Health, Fitness & Dieting;Counseling & Psychology;Experimental Psychology;;;
42;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156528011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_13;Health, Fitness & Dieting;Counseling & Psychology;Forensic Psychology;;;
43;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717465011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_14;Health, Fitness & Dieting;Counseling & Psychology;Grief & Loss;;;
44;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717466011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_15;Health, Fitness & Dieting;Counseling & Psychology;Group Therapy;;;
45;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156530011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_16;Health, Fitness & Dieting;Counseling & Psychology;History;;;
46;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156543011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_17;Health, Fitness & Dieting;Counseling & Psychology;Human Sexuality;;;
47;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156531011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_18;Health, Fitness & Dieting;Counseling & Psychology;Hypnosis;;;
48;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717467011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_19;Health, Fitness & Dieting;Counseling & Psychology;Medicine & Psychology;;;
49;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A11717430011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Behaviour;;
50;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A11717431011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Bipolar Disorder;;
51;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156488011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_2;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Codependency;;
52;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156489011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_3;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Compulsive Behavior;;
53;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156490011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_4;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Depression;;
54;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156491011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_5;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Dreams;;
55;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156492011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_6;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Eating Disorders;;
56;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156493011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_7;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Emotions;;
57;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A18623136011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_8;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Memory Disorders;;
58;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156532011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_9;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Mental Illness;;
59;https://www.amazon.com/s?bbn=156487011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156487011%2Cn%3A156495011&dc&qid=1690007722&rnid=156487011&ref=lp_156487011_nr_n_10;Health, Fitness & Dieting;Counseling & Psychology;Mental Health;Mood Disorders;;
60;https://www.amazon.com/s?bbn=11717468011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717468011%2Cn%3A11717469011&dc&qid=1690007750&rnid=11717468011&ref=lp_11717468011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Movements;Cognitive Behavioral Therapy;;
61;https://www.amazon.com/s?bbn=11717468011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717468011%2Cn%3A11717470011&dc&qid=1690007750&rnid=11717468011&ref=lp_11717468011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Movements;Existential;;
62;https://www.amazon.com/s?bbn=11717468011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717468011%2Cn%3A11717472011&dc&qid=1690007750&rnid=11717468011&ref=lp_11717468011_nr_n_2;Health, Fitness & Dieting;Counseling & Psychology;Movements;Gestalt;;
63;https://www.amazon.com/s?bbn=11717468011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717468011%2Cn%3A11717473011&dc&qid=1690007750&rnid=11717468011&ref=lp_11717468011_nr_n_3;Health, Fitness & Dieting;Counseling & Psychology;Movements;Humanistic;;
64;https://www.amazon.com/s?bbn=11717468011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717468011%2Cn%3A11717474011&dc&qid=1690007750&rnid=11717468011&ref=lp_11717468011_nr_n_4;Health, Fitness & Dieting;Counseling & Psychology;Movements;Jungian;;
65;https://www.amazon.com/s?bbn=11717468011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717468011%2Cn%3A11717475011&dc&qid=1690007750&rnid=11717468011&ref=lp_11717468011_nr_n_5;Health, Fitness & Dieting;Counseling & Psychology;Movements;Transpersonal;;
66;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156533011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_22;Health, Fitness & Dieting;Counseling & Psychology;Neuropsychology;;;
67;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156534011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_23;Health, Fitness & Dieting;Counseling & Psychology;Occupational & Organizational;;;
68;https://www.amazon.com/s?bbn=156535011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156535011%2Cn%3A11717477011&dc&qid=1690007769&rnid=156535011&ref=lp_156535011_nr_n_0;Health, Fitness & Dieting;Counseling & Psychology;Pathologies;Anxieties & Phobias;;
69;https://www.amazon.com/s?bbn=156535011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156535011%2Cn%3A11717478011&dc&qid=1690007769&rnid=156535011&ref=lp_156535011_nr_n_1;Health, Fitness & Dieting;Counseling & Psychology;Pathologies;Attention-Deficit Disorder;;
70;https://www.amazon.com/s?bbn=156535011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156535011%2Cn%3A11717479011&dc&qid=1690007769&rnid=156535011&ref=lp_156535011_nr_n_2;Health, Fitness & Dieting;Counseling & Psychology;Pathologies;Autism;;
71;https://www.amazon.com/s?bbn=156535011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156535011%2Cn%3A11717482011&dc&qid=1690007769&rnid=156535011&ref=lp_156535011_nr_n_3;Health, Fitness & Dieting;Counseling & Psychology;Pathologies;Dissociative Identity;;
72;https://www.amazon.com/s?bbn=156535011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156535011%2Cn%3A11717484011&dc&qid=1690007769&rnid=156535011&ref=lp_156535011_nr_n_4;Health, Fitness & Dieting;Counseling & Psychology;Pathologies;Personality Disorders;;
73;https://www.amazon.com/s?bbn=156535011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156535011%2Cn%3A11717485011&dc&qid=1690007769&rnid=156535011&ref=lp_156535011_nr_n_5;Health, Fitness & Dieting;Counseling & Psychology;Pathologies;Schizophrenia;;
74;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156536011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_25;Health, Fitness & Dieting;Counseling & Psychology;Personality;;;
75;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156537011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_26;Health, Fitness & Dieting;Counseling & Psychology;Physiological Aspects;;;
76;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717486011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_27;Health, Fitness & Dieting;Counseling & Psychology;Practice Management;;;
77;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156538011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_28;Health, Fitness & Dieting;Counseling & Psychology;Psychoanalysis;;;
78;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156539011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_29;Health, Fitness & Dieting;Counseling & Psychology;Psychopharmacology;;;
79;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156540011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_30;Health, Fitness & Dieting;Counseling & Psychology;Psychotherapy, TA & NLP;;;
80;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156541011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_31;Health, Fitness & Dieting;Counseling & Psychology;Reference;;;
81;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156542011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_32;Health, Fitness & Dieting;Counseling & Psychology;Research;;;
82;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156544011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_33;Health, Fitness & Dieting;Counseling & Psychology;Social Psychology & Interactions;;;
83;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156545011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_34;Health, Fitness & Dieting;Counseling & Psychology;Statistics;;;
84;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156546011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_35;Health, Fitness & Dieting;Counseling & Psychology;Suicide;;;
85;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156547011&dc&qid=1690007629&rnid=156512011&ref=lp_156512011_nr_n_36;Health, Fitness & Dieting;Counseling & Psychology;Testing & Measurement;;;
86;https://www.amazon.com/s?bbn=156430011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156448011&dc&qid=1690007539&rnid=156430011&ref=lp_156430011_nr_n_4;Health, Fitness & Dieting;Death & Grief;;;;
87;https://www.amazon.com/s?bbn=156452011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156451011%2Cn%3A156452011%2Cn%3A11717364011&dc&qid=1690007812&rnid=156452011&ref=lp_156452011_nr_n_0;Health, Fitness & Dieting;Diets & Weight Loss;Diets;Atkins Diet;;
88;https://www.amazon.com/s?bbn=156452011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156451011%2Cn%3A156452011%2Cn%3A11717365011&dc&qid=1690007812&rnid=156452011&ref=lp_156452011_nr_n_1;Health, Fitness & Dieting;Diets & Weight Loss;Diets;Blood Type Diets;;
89;https://www.amazon.com/s?bbn=156452011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156451011%2Cn%3A156452011%2Cn%3A11717366011&dc&qid=1690007812&rnid=156452011&ref=lp_156452011_nr_n_2;Health, Fitness & Dieting;Diets & Weight Loss;Diets;Gluten Free;;
90;https://www.amazon.com/s?bbn=156452011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156451011%2Cn%3A156452011%2Cn%3A156454011&dc&qid=1690007812&rnid=156452011&ref=lp_156452011_nr_n_3;Health, Fitness & Dieting;Diets & Weight Loss;Diets;Healthy;;
