,cat 1,cat 2,cat 3,cat 4,cat 5,cat final,url
16,Biographies & Memoirs,Professionals & Academics,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154794011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_6
17,Biographies & Memoirs,Reference & Collections,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154806011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_7
18,Biographies & Memoirs,Sports & Outdoor,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A159828011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_8
19,Biographies & Memoirs,Survival,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A17744489011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_9
20,Biographies & Memoirs,Travel,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154820011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_10
21,Biographies & Memoirs,True Crime,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_11
22,Biographies & Memoirs,Women,0,0,0,0,https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154819011&dc&qid=1660771889&rnid=154754011&ref=lp_154754011_nr_n_12
23,Business & Money,Accounting,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_0
24,Business & Money,Biography & History,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154822011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_1
25,Business & Money,Business Development & Entrepreneurship,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_2
26,Business & Money,Business Life,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_3
27,Business & Money,Economics,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_4
28,Business & Money,Education & Reference,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_5
29,Business & Money,Finance,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_6
30,Business & Money,Green Business,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A8493746011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_7
31,Business & Money,Industries,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_8
32,Business & Money,International,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154937011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_9
33,Business & Money,Investing,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154940011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_10
34,Business & Money,Job Hunting & Careers,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154839011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_11
35,Business & Money,Management & Leadership,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_12
36,Business & Money,Marketing & Sales,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_13
37,Business & Money,Organizational Behavior,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154837011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_14
38,Business & Money,Personal Finance,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154984011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_15
39,Business & Money,Real Estate,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_16
40,Business & Money,Skills,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_17
41,Business & Money,Taxation,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154887011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_18
42,Business & Money,Technology,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154900011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_19
43,Business & Money,Women & Business,0,0,0,0,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154829011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_20
44,Children's eBooks,Action & Adventure,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_0
45,Children's eBooks,"Activities, Crafts & Games",0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_1
46,Children's eBooks,Animals,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_2
47,Children's eBooks,"Arts, Music & Photography",0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155081011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_3
48,Children's eBooks,Biographies,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_4
49,Children's eBooks,"Cars, Trains & Things That Go",0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156024011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_5
50,Children's eBooks,Comics & Graphic Novels,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155218011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_6
51,Children's eBooks,Computers & Technology,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155135011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_7
52,Children's eBooks,Early Learning,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090570011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_8
53,Children's eBooks,Education & Reference,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155907011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_9
54,Children's eBooks,"Fairy Tales, Folk Tales & Myths",0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155192011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_10
55,Children's eBooks,Geography & Cultures,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155752011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_11
56,Children's eBooks,Growing Up & Facts of Life,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090586011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_12
57,Children's eBooks,History,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_13
58,Children's eBooks,Holidays & Celebrations,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155828011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_14
59,Children's eBooks,Humor,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156065011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_15
60,Children's eBooks,Literature & Fiction,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155189011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_16
61,Children's eBooks,Mysteries & Detectives,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155220011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_17
62,Children's eBooks,Religions,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_18
63,Children's eBooks,"Science, Nature & How It Works",0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155951011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_19
64,Children's eBooks,"Science Fiction, Fantasy & Scary Stories",0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155217011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_20
65,Children's eBooks,Sports & Outdoors,0,0,0,0,https://www.amazon.com/s?bbn=155009011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A156040011&dc&qid=1660771897&rnid=155009011&ref=lp_155009011_nr_n_21
66,Computers & Technology,Applications & Software,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_0
67,Computers & Technology,Business,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977145011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_1
68,Computers & Technology,"Certification, Training & Reference",0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977150011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_2
69,Computers & Technology,Computerized Home & Entertainment,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977190011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_3
70,Computers & Technology,Computer Science,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977169011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_4
71,Computers & Technology,Databases,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156117011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_5
72,Computers & Technology,Digital Media,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977195011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_6
73,Computers & Technology,Embedded Computer Systems,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A18623128011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_7
74,Computers & Technology,Graphic Design,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156121011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_8
75,Computers & Technology,Hardware,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_9
76,Computers & Technology,Interactive & Multimedia,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977221011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_10
77,Computers & Technology,Networking & Communications,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_11
78,Computers & Technology,Operating Systems,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_12
79,Computers & Technology,Programming,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_13
80,Computers & Technology,Security & Encryption,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977290011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_14
81,Computers & Technology,Tech Culture & Computer Literacy,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232536011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_15
82,Computers & Technology,Web Development,0,0,0,0,https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232546011&dc&qid=1660771904&rnid=156116011&ref=lp_156116011_nr_n_16
83,"Cookbooks, Food & Wine",Baking,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156155011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_0
84,"Cookbooks, Food & Wine",Canning & Preserving,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156166011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_1
85,"Cookbooks, Food & Wine",Comfort Food,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A17744513011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_2
86,"Cookbooks, Food & Wine",Cooking by Ingredient,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156167011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_3
87,"Cookbooks, Food & Wine",Culinary Arts & Techniques,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156179011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_4
88,"Cookbooks, Food & Wine",Drinks & Beverages,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156180011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_5
89,"Cookbooks, Food & Wine",Gastronomy,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156186011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_6
90,"Cookbooks, Food & Wine",Low Budget,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A6361580011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_7
91,"Cookbooks, Food & Wine",Meals,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156190011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_8
92,"Cookbooks, Food & Wine",Media Tie-In,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A17744511011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_9
93,"Cookbooks, Food & Wine",Natural Foods,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156195011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_10
94,"Cookbooks, Food & Wine",Outdoor Cooking,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156196011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_11
95,"Cookbooks, Food & Wine",Professional Cooking,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156199011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_12
96,"Cookbooks, Food & Wine",Quick & Easy,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156202011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_13
97,"Cookbooks, Food & Wine",Reference,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156206011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_14
98,"Cookbooks, Food & Wine",Regional & International,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156207011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_15
99,"Cookbooks, Food & Wine",Special Appliances,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156257011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_16
100,"Cookbooks, Food & Wine",Special Diet,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156258011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_17
101,"Cookbooks, Food & Wine",Special Occasions,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156265011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_18
102,"Cookbooks, Food & Wine",Vegan & Vegetarian,0,0,0,0,https://www.amazon.com/s?bbn=156154011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156154011%2Cn%3A156274011&dc&qid=1660771906&rnid=156154011&ref=lp_156154011_nr_n_19
103,"Crafts, Hobbies & Home",Animal Care & Pets,0,0,0,0,https://www.amazon.com/s?bbn=156699011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156699011%2Cn%3A156700011&dc&qid=1660771909&rnid=156699011&ref=lp_156699011_nr_n_0
104,"Crafts, Hobbies & Home",Antiques & Collectibles,0,0,0,0,https://www.amazon.com/s?bbn=156699011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156699011%2Cn%3A156718011&dc&qid=1660771909&rnid=156699011&ref=lp_156699011_nr_n_1
105,"Crafts, Hobbies & Home",Crafts & Hobbies,0,0,0,0,https://www.amazon.com/s?bbn=156699011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156699011%2Cn%3A156765011&dc&qid=1660771909&rnid=156699011&ref=lp_156699011_nr_n_2
106,"Crafts, Hobbies & Home",Gardening & Horticulture,0,0,0,0,https://www.amazon.com/s?bbn=156699011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156699011%2Cn%3A156828011&dc&qid=1660771909&rnid=156699011&ref=lp_156699011_nr_n_3
107,"Crafts, Hobbies & Home",Home Design,0,0,0,0,https://www.amazon.com/s?bbn=156699011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156699011%2Cn%3A156875011&dc&qid=1660771909&rnid=156699011&ref=lp_156699011_nr_n_4
108,"Crafts, Hobbies & Home",How-to & Home Improvements,0,0,0,0,https://www.amazon.com/s?bbn=156699011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156699011%2Cn%3A156886011&dc&qid=1660771909&rnid=156699011&ref=lp_156699011_nr_n_5
