,cat 1,cat 2,cat 3,cat 4,cat 5,cat final,url
277,Business & Money,Management & Leadership,Knowledge Capital,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A10021499011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_6
278,Business & Money,Management & Leadership,Leadership,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154953011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_7
279,Business & Money,Management & Leadership,Management,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154954011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_8
280,Business & Money,Management & Leadership,Management Science,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154955011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_9
281,Business & Money,Management & Leadership,Motivational,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154956011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_10
282,Business & Money,Management & Leadership,Negotiating,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154957011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_11
283,Business & Money,Management & Leadership,Operations Research,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154958011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_12
284,Business & Money,Management & Leadership,Outsourcing,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A8493799011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_13
285,Business & Money,Management & Leadership,Planning & Forecasting,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154960011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_14
286,Business & Money,Management & Leadership,Production & Operations,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154961011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_15
287,Business & Money,Management & Leadership,Project Management,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A8493801011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_16
288,Business & Money,Management & Leadership,Quality Control,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154962011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_17
289,Business & Money,Management & Leadership,Systems & Planning,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154963011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_18
290,Business & Money,Management & Leadership,Teams,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154964011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_19
291,Business & Money,Management & Leadership,Total Quality Management,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154965011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_20
292,Business & Money,Management & Leadership,Training,0,0,0,https://www.amazon.com/s?bbn=154949011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154949011%2Cn%3A154966011&dc&qid=1660772112&rnid=154949011&ref=lp_154949011_nr_n_21
293,Business & Money,Marketing & Sales,Advertising,0,0,0,https://www.amazon.com/s?bbn=154967011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011%2Cn%3A154968011&dc&qid=1660772113&rnid=154967011&ref=lp_154967011_nr_n_0
294,Business & Money,Marketing & Sales,Consumer Behavior,0,0,0,https://www.amazon.com/s?bbn=154967011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011%2Cn%3A154969011&dc&qid=1660772113&rnid=154967011&ref=lp_154967011_nr_n_1
295,Business & Money,Marketing & Sales,Customer Relations,0,0,0,https://www.amazon.com/s?bbn=154967011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011%2Cn%3A154894011&dc&qid=1660772113&rnid=154967011&ref=lp_154967011_nr_n_2
296,Business & Money,Marketing & Sales,Marketing,0,0,0,https://www.amazon.com/s?bbn=154967011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011%2Cn%3A154970011&dc&qid=1660772113&rnid=154967011&ref=lp_154967011_nr_n_3
297,Business & Money,Marketing & Sales,Public Relations,0,0,0,https://www.amazon.com/s?bbn=154967011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011%2Cn%3A154979011&dc&qid=1660772113&rnid=154967011&ref=lp_154967011_nr_n_4
298,Business & Money,Marketing & Sales,Sales & Selling,0,0,0,https://www.amazon.com/s?bbn=154967011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154967011%2Cn%3A154980011&dc&qid=1660772113&rnid=154967011&ref=lp_154967011_nr_n_5
299,Business & Money,Organizational Behavior,Organizational Change,0,0,0,https://www.amazon.com/s?bbn=154837011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154837011%2Cn%3A154959011&dc&qid=1660772117&rnid=154837011&ref=lp_154837011_nr_n_0
300,Business & Money,Organizational Behavior,Organizational Learning,0,0,0,https://www.amazon.com/s?bbn=154837011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154837011%2Cn%3A8493717011&dc&qid=1660772117&rnid=154837011&ref=lp_154837011_nr_n_1
301,Business & Money,Organizational Behavior,Workplace,0,0,0,https://www.amazon.com/s?bbn=154837011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154837011%2Cn%3A8493718011&dc&qid=1660772117&rnid=154837011&ref=lp_154837011_nr_n_2
302,Business & Money,Personal Finance,Budgeting & Money Management,0,0,0,https://www.amazon.com/s?bbn=154984011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154984011%2Cn%3A8493814011&dc&qid=1660772120&rnid=154984011&ref=lp_154984011_nr_n_0
303,Business & Money,Personal Finance,Credit Ratings & Repair,0,0,0,https://www.amazon.com/s?bbn=154984011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154984011%2Cn%3A8493816011&dc&qid=1660772120&rnid=154984011&ref=lp_154984011_nr_n_1
304,Business & Money,Personal Finance,Financial Aid,0,0,0,https://www.amazon.com/s?bbn=154984011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154984011%2Cn%3A157367011&dc&qid=1660772120&rnid=154984011&ref=lp_154984011_nr_n_2
305,Business & Money,Personal Finance,Retirement Planning,0,0,0,https://www.amazon.com/s?bbn=154984011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154984011%2Cn%3A154989011&dc&qid=1660772120&rnid=154984011&ref=lp_154984011_nr_n_3
306,Business & Money,Real Estate,Buying & Selling Homes,0,0,0,https://www.amazon.com/s?bbn=154930011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011%2Cn%3A154931011&dc&qid=1660772123&rnid=154930011&ref=lp_154930011_nr_n_0
307,Business & Money,Real Estate,Commercial,0,0,0,https://www.amazon.com/s?bbn=154930011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011%2Cn%3A8493774011&dc&qid=1660772123&rnid=154930011&ref=lp_154930011_nr_n_1
308,Business & Money,Real Estate,Investments,0,0,0,https://www.amazon.com/s?bbn=154930011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011%2Cn%3A154933011&dc&qid=1660772123&rnid=154930011&ref=lp_154930011_nr_n_2
309,Business & Money,Real Estate,Law,0,0,0,https://www.amazon.com/s?bbn=154930011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011%2Cn%3A8493775011&dc&qid=1660772123&rnid=154930011&ref=lp_154930011_nr_n_3
310,Business & Money,Real Estate,Mortgages,0,0,0,https://www.amazon.com/s?bbn=154930011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011%2Cn%3A154934011&dc&qid=1660772123&rnid=154930011&ref=lp_154930011_nr_n_4
311,Business & Money,Real Estate,Sales,0,0,0,https://www.amazon.com/s?bbn=154930011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154930011%2Cn%3A154935011&dc&qid=1660772123&rnid=154930011&ref=lp_154930011_nr_n_5
312,Business & Money,Skills,Bookkeeping,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A155000011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_0
313,Business & Money,Skills,Business Mathematics,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A8493817011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_1
314,Business & Money,Skills,Business Writing,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A154998011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_2
315,Business & Money,Skills,Communications,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A154832011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_3
316,Business & Money,Skills,Negotiating,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A154957011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_4
317,Business & Money,Skills,Office Automation,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A8493819011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_5
318,Business & Money,Skills,Office Management,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A8493820011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_6
319,Business & Money,Skills,Project Management,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A8493801011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_7
320,Business & Money,Skills,Running Meetings & Presentations,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A154833011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_8
321,Business & Money,Skills,Secretarial Aids & Training,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A158136011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_9
322,Business & Money,Skills,Time Management,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A154838011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_10
323,Business & Money,Skills,Training,0,0,0,https://www.amazon.com/s?bbn=154831011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154831011%2Cn%3A154966011&dc&qid=1660772126&rnid=154831011&ref=lp_154831011_nr_n_11
324,Business & Money,Taxation,Corporate,0,0,0,https://www.amazon.com/s?bbn=154887011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154887011%2Cn%3A154888011&dc&qid=1660772128&rnid=154887011&ref=lp_154887011_nr_n_0
325,Business & Money,Taxation,International,0,0,0,https://www.amazon.com/s?bbn=154887011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154887011%2Cn%3A154890011&dc&qid=1660772128&rnid=154887011&ref=lp_154887011_nr_n_1
326,Business & Money,Taxation,Personal,0,0,0,https://www.amazon.com/s?bbn=154887011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154887011%2Cn%3A154891011&dc&qid=1660772128&rnid=154887011&ref=lp_154887011_nr_n_2
327,Business & Money,Taxation,Small Business,0,0,0,https://www.amazon.com/s?bbn=154887011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154887011%2Cn%3A8493713011&dc&qid=1660772128&rnid=154887011&ref=lp_154887011_nr_n_3
328,Business & Money,Technology,Big Data,0,0,0,https://www.amazon.com/s?bbn=154900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154900011%2Cn%3A8493821011&dc&qid=1660772131&rnid=154900011&ref=lp_154900011_nr_n_0
329,Business & Money,Technology,E-Commerce,0,0,0,https://www.amazon.com/s?bbn=154900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154900011%2Cn%3A154895011&dc&qid=1660772131&rnid=154900011&ref=lp_154900011_nr_n_1
330,Business & Money,Technology,Innovation,0,0,0,https://www.amazon.com/s?bbn=154900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154900011%2Cn%3A8493823011&dc&qid=1660772131&rnid=154900011&ref=lp_154900011_nr_n_2
331,Business & Money,Technology,Mobile,0,0,0,https://www.amazon.com/s?bbn=154900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154900011%2Cn%3A8493824011&dc&qid=1660772131&rnid=154900011&ref=lp_154900011_nr_n_3
332,Business & Money,Women & Business,0,0,0,finale,https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154829011&dc&qid=1660771893&rnid=154821011&ref=lp_154821011_nr_n_20
333,Children's eBooks,Action & Adventure,Animals,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124607011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_0
334,Children's eBooks,Action & Adventure,Fantasy & Magic,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124609011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_1
335,Children's eBooks,Action & Adventure,Historical,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124610011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_2
336,Children's eBooks,Action & Adventure,Humorous,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124611011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_3
337,Children's eBooks,Action & Adventure,Interactive Adventure,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124617011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_4
338,Children's eBooks,Action & Adventure,Mysteries & Detectives,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124612011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_5
339,Children's eBooks,Action & Adventure,Pirates,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124613011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_6
340,Children's eBooks,Action & Adventure,Science Fiction,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A7006701011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_7
341,Children's eBooks,Action & Adventure,Superheroes,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124614011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_8
342,Children's eBooks,Action & Adventure,Survival Stories,0,0,0,https://www.amazon.com/s?bbn=155190011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155190011%2Cn%3A10124615011&dc&qid=1660772136&rnid=155190011&ref=lp_155190011_nr_n_9
343,Children's eBooks,"Activities, Crafts & Games",Activity Books,0,0,0,https://www.amazon.com/s?bbn=7090561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011%2Cn%3A156042011&dc&qid=1660772138&rnid=7090561011&ref=lp_7090561011_nr_n_0
344,Children's eBooks,"Activities, Crafts & Games",Cooking,0,0,0,https://www.amazon.com/s?bbn=7090561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011%2Cn%3A156051011&dc&qid=1660772138&rnid=7090561011&ref=lp_7090561011_nr_n_1
345,Children's eBooks,"Activities, Crafts & Games",Crafts & Hobbies,0,0,0,https://www.amazon.com/s?bbn=7090561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011%2Cn%3A155092011&dc&qid=1660772138&rnid=7090561011&ref=lp_7090561011_nr_n_2
346,Children's eBooks,"Activities, Crafts & Games",Games,0,0,0,https://www.amazon.com/s?bbn=7090561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011%2Cn%3A156052011&dc&qid=1660772138&rnid=7090561011&ref=lp_7090561011_nr_n_3
347,Children's eBooks,"Activities, Crafts & Games",Interactive Adventures,0,0,0,https://www.amazon.com/s?bbn=7090561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011%2Cn%3A10124617011&dc&qid=1660772138&rnid=7090561011&ref=lp_7090561011_nr_n_4
348,Children's eBooks,"Activities, Crafts & Games",Spies & Spying,0,0,0,https://www.amazon.com/s?bbn=7090561011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A7090561011%2Cn%3A17744495011&dc&qid=1660772138&rnid=7090561011&ref=lp_7090561011_nr_n_5
349,Children's eBooks,Animals,Bears,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155015011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_0
350,Children's eBooks,Animals,Birds,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155018011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_1
351,Children's eBooks,Animals,Cats,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155024011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_2
352,Children's eBooks,Animals,Dinosaurs,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155027011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_3
353,Children's eBooks,Animals,Dogs,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155030011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_4
354,Children's eBooks,Animals,Elephants,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155034011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_5
355,Children's eBooks,Animals,Farm Animals,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155037011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_6
356,Children's eBooks,Animals,Fish & Marine Life,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A10124618011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_7
357,Children's eBooks,Animals,Foxes & Wolves,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155043011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_8
358,Children's eBooks,Animals,Horses,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A155050011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_9
359,Children's eBooks,Animals,More Animals,0,0,0,https://www.amazon.com/s?bbn=155010011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155010011%2Cn%3A10124619011&dc&qid=1660772140&rnid=155010011&ref=lp_155010011_nr_n_10
360,Children's eBooks,"Arts, Music & Photography",Architecture,0,0,0,https://www.amazon.com/s?bbn=155081011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155081011%2Cn%3A155082011&dc&qid=1660772143&rnid=155081011&ref=lp_155081011_nr_n_0
361,Children's eBooks,"Arts, Music & Photography",Art,0,0,0,https://www.amazon.com/s?bbn=155081011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155081011%2Cn%3A155083011&dc&qid=1660772143&rnid=155081011&ref=lp_155081011_nr_n_1
362,Children's eBooks,"Arts, Music & Photography",Music,0,0,0,https://www.amazon.com/s?bbn=155081011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155081011%2Cn%3A155093011&dc&qid=1660772143&rnid=155081011&ref=lp_155081011_nr_n_2
363,Children's eBooks,"Arts, Music & Photography",Performing Arts,0,0,0,https://www.amazon.com/s?bbn=155081011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155081011%2Cn%3A155104011&dc&qid=1660772143&rnid=155081011&ref=lp_155081011_nr_n_3
364,Children's eBooks,"Arts, Music & Photography",Photography,0,0,0,https://www.amazon.com/s?bbn=155081011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155081011%2Cn%3A155117011&dc&qid=1660772143&rnid=155081011&ref=lp_155081011_nr_n_4
365,Children's eBooks,Biographies,Art,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155755011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_0
366,Children's eBooks,Biographies,Fictional,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A7090563011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_1
367,Children's eBooks,Biographies,Historical,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155759011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_2
368,Children's eBooks,Biographies,LGBTQ+,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A18623115011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_3
369,Children's eBooks,Biographies,Literary,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155760011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_4
370,Children's eBooks,Biographies,Multicultural,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155763011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_5
371,Children's eBooks,Biographies,Musical,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155761011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_6
372,Children's eBooks,Biographies,Performing Arts,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155764011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_7
373,Children's eBooks,Biographies,Political,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155765011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_8
374,Children's eBooks,Biographies,Religious,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155766011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_9
375,Children's eBooks,Biographies,Royalty,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A7090566011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_10
376,Children's eBooks,Biographies,Science & Technology,0,0,0,https://www.amazon.com/s?bbn=155754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155754011%2Cn%3A155767011&dc&qid=1660772146&rnid=155754011&ref=lp_155754011_nr_n_11
