;cat 1;cat 2;cat 3;cat 4;cat 5;cat final;url;url_node;node
1268;Health, Fitness & Dieting;Alternative Medicine;Vitamins;0;0;finale;https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156442011&dc&qid=1660772324&rnid=156431011&ref=lp_156431011_nr_n_12;https://www.amazon.com/s?i=digital-text&rh=n%3A156442011&fs=true&page=1;3A156442011
1269;Health, Fitness & Dieting;Beauty, Grooming, & Style;Cosmetics;0;0;finale;https://www.amazon.com/s?bbn=156443011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156443011%2Cn%3A156444011&dc&qid=1660772326&rnid=156443011&ref=lp_156443011_nr_n_0;https://www.amazon.com/s?i=digital-text&rh=n%3A156444011&fs=true&page=1;3A156444011
1270;Health, Fitness & Dieting;Beauty, Grooming, & Style;Hair;0;0;finale;https://www.amazon.com/s?bbn=156443011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156443011%2Cn%3A156446011&dc&qid=1660772326&rnid=156443011&ref=lp_156443011_nr_n_1;https://www.amazon.com/s?i=digital-text&rh=n%3A156446011&fs=true&page=1;3A156446011
1271;Health, Fitness & Dieting;Beauty, Grooming, & Style;Skin Care;0;0;finale;https://www.amazon.com/s?bbn=156443011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156443011%2Cn%3A156447011&dc&qid=1660772326&rnid=156443011&ref=lp_156443011_nr_n_2;https://www.amazon.com/s?i=digital-text&rh=n%3A156447011&fs=true&page=1;3A156447011
1272;Health, Fitness & Dieting;Counseling & Psychology;Adolescent Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156513011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_0;https://www.amazon.com/s?i=digital-text&rh=n%3A156513011&fs=true&page=1;3A156513011
1273;Health, Fitness & Dieting;Counseling & Psychology;Applied Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156514011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_1;https://www.amazon.com/s?i=digital-text&rh=n%3A156514011&fs=true&page=1;3A156514011
1274;Health, Fitness & Dieting;Counseling & Psychology;Clinical Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156518011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_3;https://www.amazon.com/s?i=digital-text&rh=n%3A156518011&fs=true&page=1;3A156518011
1275;Health, Fitness & Dieting;Counseling & Psychology;Cognitive Neuroscience & Cognitive Neuropsychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717461011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_4;https://www.amazon.com/s?i=digital-text&rh=n%3A11717461011&fs=true&page=1;3A11717461011
1276;Health, Fitness & Dieting;Counseling & Psychology;Creativity & Genius;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156524011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_6;https://www.amazon.com/s?i=digital-text&rh=n%3A156524011&fs=true&page=1;3A156524011
1277;Health, Fitness & Dieting;Counseling & Psychology;Education & Training;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156526011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_8;https://www.amazon.com/s?i=digital-text&rh=n%3A156526011&fs=true&page=1;3A156526011
1278;Health, Fitness & Dieting;Counseling & Psychology;Essays;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A17744519011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_9;https://www.amazon.com/s?i=digital-text&rh=n%3A17744519011&fs=true&page=1;3A17744519011
1279;Health, Fitness & Dieting;Counseling & Psychology;Ethnopsychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717464011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_10;https://www.amazon.com/s?i=digital-text&rh=n%3A11717464011&fs=true&page=1;3A11717464011
1280;Health, Fitness & Dieting;Counseling & Psychology;Evolutionary Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A14530442011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_11;https://www.amazon.com/s?i=digital-text&rh=n%3A14530442011&fs=true&page=1;3A14530442011
1281;Health, Fitness & Dieting;Counseling & Psychology;Experimental Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156527011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_12;https://www.amazon.com/s?i=digital-text&rh=n%3A156527011&fs=true&page=1;3A156527011
1282;Health, Fitness & Dieting;Counseling & Psychology;Forensic Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156528011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_13;https://www.amazon.com/s?i=digital-text&rh=n%3A156528011&fs=true&page=1;3A156528011
1283;Health, Fitness & Dieting;Counseling & Psychology;Grief & Loss;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717465011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_14;https://www.amazon.com/s?i=digital-text&rh=n%3A11717465011&fs=true&page=1;3A11717465011
1284;Health, Fitness & Dieting;Counseling & Psychology;Group Therapy;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717466011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_15;https://www.amazon.com/s?i=digital-text&rh=n%3A11717466011&fs=true&page=1;3A11717466011
1285;Health, Fitness & Dieting;Counseling & Psychology;History;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156530011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_16;https://www.amazon.com/s?i=digital-text&rh=n%3A156530011&fs=true&page=1;3A156530011
1286;Health, Fitness & Dieting;Counseling & Psychology;Human Sexuality;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156543011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_17;https://www.amazon.com/s?i=digital-text&rh=n%3A156543011&fs=true&page=1;3A156543011
1287;Health, Fitness & Dieting;Counseling & Psychology;Hypnosis;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156531011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_18;https://www.amazon.com/s?i=digital-text&rh=n%3A156531011&fs=true&page=1;3A156531011
1288;Health, Fitness & Dieting;Counseling & Psychology;Medicine & Psychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717467011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_19;https://www.amazon.com/s?i=digital-text&rh=n%3A11717467011&fs=true&page=1;3A11717467011
1289;Health, Fitness & Dieting;Counseling & Psychology;Neuropsychology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156533011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_22;https://www.amazon.com/s?i=digital-text&rh=n%3A156533011&fs=true&page=1;3A156533011
1290;Health, Fitness & Dieting;Counseling & Psychology;Occupational & Organizational;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156534011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_23;https://www.amazon.com/s?i=digital-text&rh=n%3A156534011&fs=true&page=1;3A156534011
1291;Health, Fitness & Dieting;Counseling & Psychology;Personality;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156536011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_25;https://www.amazon.com/s?i=digital-text&rh=n%3A156536011&fs=true&page=1;3A156536011
1292;Health, Fitness & Dieting;Counseling & Psychology;Physiological Aspects;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156537011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_26;https://www.amazon.com/s?i=digital-text&rh=n%3A156537011&fs=true&page=1;3A156537011
1293;Health, Fitness & Dieting;Counseling & Psychology;Practice Management;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A11717486011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_27;https://www.amazon.com/s?i=digital-text&rh=n%3A11717486011&fs=true&page=1;3A11717486011
1294;Health, Fitness & Dieting;Counseling & Psychology;Psychoanalysis;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156538011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_28;https://www.amazon.com/s?i=digital-text&rh=n%3A156538011&fs=true&page=1;3A156538011
1295;Health, Fitness & Dieting;Counseling & Psychology;Psychopharmacology;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156539011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_29;https://www.amazon.com/s?i=digital-text&rh=n%3A156539011&fs=true&page=1;3A156539011
1296;Health, Fitness & Dieting;Counseling & Psychology;Psychotherapy, TA & NLP;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156540011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_30;https://www.amazon.com/s?i=digital-text&rh=n%3A156540011&fs=true&page=1;3A156540011
1297;Health, Fitness & Dieting;Counseling & Psychology;Reference;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156541011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_31;https://www.amazon.com/s?i=digital-text&rh=n%3A156541011&fs=true&page=1;3A156541011
1298;Health, Fitness & Dieting;Counseling & Psychology;Research;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156542011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_32;https://www.amazon.com/s?i=digital-text&rh=n%3A156542011&fs=true&page=1;3A156542011
1299;Health, Fitness & Dieting;Counseling & Psychology;Social Psychology & Interactions;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156544011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_33;https://www.amazon.com/s?i=digital-text&rh=n%3A156544011&fs=true&page=1;3A156544011
1300;Health, Fitness & Dieting;Counseling & Psychology;Statistics;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156545011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_34;https://www.amazon.com/s?i=digital-text&rh=n%3A156545011&fs=true&page=1;3A156545011
1301;Health, Fitness & Dieting;Counseling & Psychology;Suicide;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156546011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_35;https://www.amazon.com/s?i=digital-text&rh=n%3A156546011&fs=true&page=1;3A156546011
1302;Health, Fitness & Dieting;Counseling & Psychology;Testing & Measurement;0;0;finale;https://www.amazon.com/s?bbn=156512011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156512011%2Cn%3A156547011&dc&qid=1660772327&rnid=156512011&ref=lp_156512011_nr_n_36;https://www.amazon.com/s?i=digital-text&rh=n%3A156547011&fs=true&page=1;3A156547011
1303;Health, Fitness & Dieting;Death & Grief;0;0;0;finale;https://www.amazon.com/s?bbn=156430011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156448011&dc&qid=1660771919&rnid=156430011&ref=lp_156430011_nr_n_4;https://www.amazon.com/s?i=digital-text&rh=n%3A156448011&fs=true&page=1;3A156448011
1304;Health, Fitness & Dieting;Diets & Weight Loss;Food Counters;0;0;finale;https://www.amazon.com/s?bbn=156451011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156451011%2Cn%3A156458011&dc&qid=1660772331&rnid=156451011&ref=lp_156451011_nr_n_1;https://www.amazon.com/s?i=digital-text&rh=n%3A156458011&fs=true&page=1;3A156458011
1305;Health, Fitness & Dieting;Diseases & Physical Ailments;Abdominal;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156463011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_0;https://www.amazon.com/s?i=digital-text&rh=n%3A156463011&fs=true&page=1;3A156463011
1306;Health, Fitness & Dieting;Diseases & Physical Ailments;AIDS;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156464011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_1;https://www.amazon.com/s?i=digital-text&rh=n%3A156464011&fs=true&page=1;3A156464011
1307;Health, Fitness & Dieting;Diseases & Physical Ailments;Allergies;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156465011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_2;https://www.amazon.com/s?i=digital-text&rh=n%3A156465011&fs=true&page=1;3A156465011
1308;Health, Fitness & Dieting;Diseases & Physical Ailments;Alzheimer's Disease;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717376011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_3;https://www.amazon.com/s?i=digital-text&rh=n%3A11717376011&fs=true&page=1;3A11717376011
1309;Health, Fitness & Dieting;Diseases & Physical Ailments;Chronic Fatigue Syndrome;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717390011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_5;https://www.amazon.com/s?i=digital-text&rh=n%3A11717390011&fs=true&page=1;3A11717390011
1310;Health, Fitness & Dieting;Diseases & Physical Ailments;Chronic Pain;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717391011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_6;https://www.amazon.com/s?i=digital-text&rh=n%3A11717391011&fs=true&page=1;3A11717391011
1311;Health, Fitness & Dieting;Diseases & Physical Ailments;Contagious Diseases;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717392011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_7;https://www.amazon.com/s?i=digital-text&rh=n%3A11717392011&fs=true&page=1;3A11717392011
1312;Health, Fitness & Dieting;Diseases & Physical Ailments;Diabetes;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156467011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_8;https://www.amazon.com/s?i=digital-text&rh=n%3A156467011&fs=true&page=1;3A156467011
1313;Health, Fitness & Dieting;Diseases & Physical Ailments;Endocrine System;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717394011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_9;https://www.amazon.com/s?i=digital-text&rh=n%3A11717394011&fs=true&page=1;3A11717394011
1314;Health, Fitness & Dieting;Diseases & Physical Ailments;Eye Problems;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156468011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_10;https://www.amazon.com/s?i=digital-text&rh=n%3A156468011&fs=true&page=1;3A156468011
1315;Health, Fitness & Dieting;Diseases & Physical Ailments;Genetic;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156470011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_11;https://www.amazon.com/s?i=digital-text&rh=n%3A156470011&fs=true&page=1;3A156470011
1316;Health, Fitness & Dieting;Diseases & Physical Ailments;Genitourinary & STDs;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156471011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_12;https://www.amazon.com/s?i=digital-text&rh=n%3A156471011&fs=true&page=1;3A156471011
1317;Health, Fitness & Dieting;Diseases & Physical Ailments;Hearing Problems;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156472011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_13;https://www.amazon.com/s?i=digital-text&rh=n%3A156472011&fs=true&page=1;3A156472011
1318;Health, Fitness & Dieting;Diseases & Physical Ailments;Heart Disease;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156473011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_14;https://www.amazon.com/s?i=digital-text&rh=n%3A156473011&fs=true&page=1;3A156473011
1319;Health, Fitness & Dieting;Diseases & Physical Ailments;Hepatitis;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717398011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_15;https://www.amazon.com/s?i=digital-text&rh=n%3A11717398011&fs=true&page=1;3A11717398011
1320;Health, Fitness & Dieting;Diseases & Physical Ailments;Immune Systems;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156474011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_16;https://www.amazon.com/s?i=digital-text&rh=n%3A156474011&fs=true&page=1;3A156474011
1321;Health, Fitness & Dieting;Diseases & Physical Ailments;Irritable Bowel Syndrome;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717400011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_17;https://www.amazon.com/s?i=digital-text&rh=n%3A11717400011&fs=true&page=1;3A11717400011
1322;Health, Fitness & Dieting;Diseases & Physical Ailments;Multiple Sclerosis;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717402011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_18;https://www.amazon.com/s?i=digital-text&rh=n%3A11717402011&fs=true&page=1;3A11717402011
1323;Health, Fitness & Dieting;Diseases & Physical Ailments;Musculoskeletal Diseases;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156475011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_19;https://www.amazon.com/s?i=digital-text&rh=n%3A156475011&fs=true&page=1;3A156475011
1324;Health, Fitness & Dieting;Diseases & Physical Ailments;Nervous System;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156476011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_20;https://www.amazon.com/s?i=digital-text&rh=n%3A156476011&fs=true&page=1;3A156476011
1325;Health, Fitness & Dieting;Diseases & Physical Ailments;Organ Transplants;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717403011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_21;https://www.amazon.com/s?i=digital-text&rh=n%3A11717403011&fs=true&page=1;3A11717403011
1326;Health, Fitness & Dieting;Diseases & Physical Ailments;Osteoporosis;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717404011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_22;https://www.amazon.com/s?i=digital-text&rh=n%3A11717404011&fs=true&page=1;3A11717404011
1327;Health, Fitness & Dieting;Diseases & Physical Ailments;Pain Management;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156477011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_23;https://www.amazon.com/s?i=digital-text&rh=n%3A156477011&fs=true&page=1;3A156477011
1328;Health, Fitness & Dieting;Diseases & Physical Ailments;Physical Impairments;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156478011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_24;https://www.amazon.com/s?i=digital-text&rh=n%3A156478011&fs=true&page=1;3A156478011
1329;Health, Fitness & Dieting;Diseases & Physical Ailments;Reference;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A11717406011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_25;https://www.amazon.com/s?i=digital-text&rh=n%3A11717406011&fs=true&page=1;3A11717406011
1330;Health, Fitness & Dieting;Diseases & Physical Ailments;Respiratory;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156479011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_26;https://www.amazon.com/s?i=digital-text&rh=n%3A156479011&fs=true&page=1;3A156479011
1331;Health, Fitness & Dieting;Diseases & Physical Ailments;Skin Ailments;0;0;finale;https://www.amazon.com/s?bbn=156462011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156462011%2Cn%3A156480011&dc&qid=1660772333&rnid=156462011&ref=lp_156462011_nr_n_27;https://www.amazon.com/s?i=digital-text&rh=n%3A156480011&fs=true&page=1;3A156480011
1332;Health, Fitness & Dieting;Exercise & Fitness;Ab Workouts;0;0;finale;https://www.amazon.com/s?bbn=156481011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156481011%2Cn%3A11717417011&dc&qid=1660772334&rnid=156481011&ref=lp_156481011_nr_n_0;https://www.amazon.com/s?i=digital-text&rh=n%3A11717417011&fs=true&page=1;3A11717417011
1333;Health, Fitness & Dieting;Exercise & Fitness;Aerobics;0;0;finale;https://www.amazon.com/s?bbn=156481011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156481011%2Cn%3A156482011&dc&qid=1660772334&rnid=156481011&ref=lp_156481011_nr_n_1;https://www.amazon.com/s?i=digital-text&rh=n%3A156482011&fs=true&page=1;3A156482011
1334;Health, Fitness & Dieting;Exercise & Fitness;For Children;0;0;finale;https://www.amazon.com/s?bbn=156481011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156481011%2Cn%3A11717418011&dc&qid=1660772334&rnid=156481011&ref=lp_156481011_nr_n_2;https://www.amazon.com/s?i=digital-text&rh=n%3A11717418011&fs=true&page=1;3A11717418011
1335;Health, Fitness & Dieting;Exercise & Fitness;Injuries & Rehabilitation;0;0;finale;https://www.amazon.com/s?bbn=156481011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156481011%2Cn%3A11717421011&dc&qid=1660772334&rnid=156481011&ref=lp_156481011_nr_n_3;https://www.amazon.com/s?i=digital-text&rh=n%3A11717421011&fs=true&page=1;3A11717421011
1336;Health, Fitness & Dieting;Exercise & Fitness;Pilates;0;0;finale;https://www.amazon.com/s?bbn=156481011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156481011%2Cn%3A11717422011&dc&qid=1660772334&rnid=156481011&ref=lp_156481011_nr_n_5;https://www.amazon.com/s?i=digital-text&rh=n%3A11717422011&fs=true&page=1;3A11717422011
1337;Health, Fitness & Dieting;Exercise & Fitness;Pregnancy;0;0;finale;https://www.amazon.com/s?bbn=156481011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156481011%2Cn%3A11717423011&dc&qid=1660772334&rnid=156481011&ref=lp_156481011_nr_n_6;https://www.amazon.com/s?i=digital-text&rh=n%3A11717423011&fs=true&page=1;3A11717423011
