Numero;cat1;cat2;cat3;cat4;cat5;cat6;url
3039;Nonfiction;Biographies & Memoirs;True Crime;Hoaxes & Deceptions;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A10332451011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_5
3040;Nonfiction;Biographies & Memoirs;True Crime;Murder & Mayhem;Mass Murder;;https://www.amazon.com/s?bbn=157556011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A157556011%2Cn%3A17744493011&dc&qid=1690011062&rnid=157556011&ref=lp_157556011_nr_n_0
3041;Nonfiction;Biographies & Memoirs;True Crime;Murder & Mayhem;Serial Killers;;https://www.amazon.com/s?bbn=157556011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A157556011%2Cn%3A10332453011&dc&qid=1690011062&rnid=157556011&ref=lp_157556011_nr_n_1
3042;Nonfiction;Biographies & Memoirs;True Crime;Organized Crime;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A10332452011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_7
3043;Nonfiction;Biographies & Memoirs;True Crime;Serial Killers;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A10332453011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_8
3044;Nonfiction;Biographies & Memoirs;True Crime;Sexual Assault;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A17744494011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_9
3045;Nonfiction;Biographies & Memoirs;True Crime;White Collar Crime;;;https://www.amazon.com/s?bbn=157554011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A157554011%2Cn%3A10332454011&dc&qid=1690011048&rnid=157554011&ref=lp_157554011_nr_n_10
3046;Nonfiction;Biographies & Memoirs;Women;;;;https://www.amazon.com/s?bbn=154754011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154754011%2Cn%3A154819011&dc&qid=1690010840&rnid=154754011&ref=lp_154754011_nr_n_12
3047;Nonfiction;Business & Investing;Accounting;Auditing;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A154881011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_0
3048;Nonfiction;Business & Investing;Accounting;CPA;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A158162011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_1
3049;Nonfiction;Business & Investing;Accounting;Financial;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A154882011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_2
3050;Nonfiction;Business & Investing;Accounting;Governmental;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A154884011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_3
3051;Nonfiction;Business & Investing;Accounting;International;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A154885011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_4
3052;Nonfiction;Business & Investing;Accounting;Managerial;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A154886011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_5
3053;Nonfiction;Business & Investing;Accounting;Standards;;;https://www.amazon.com/s?bbn=154880011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154880011%2Cn%3A8493714011&dc&qid=1690011081&rnid=154880011&ref=lp_154880011_nr_n_6
3054;Nonfiction;Business & Investing;Biography & History;Captains of Industry;;;https://www.amazon.com/s?bbn=154822011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154822011%2Cn%3A154796011&dc&qid=1690011096&rnid=154822011&ref=lp_154822011_nr_n_0
3055;Nonfiction;Business & Investing;Biography & History;Company Histories;;;https://www.amazon.com/s?bbn=154822011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154822011%2Cn%3A154823011&dc&qid=1690011096&rnid=154822011&ref=lp_154822011_nr_n_1
3056;Nonfiction;Business & Investing;Biography & History;Company Profiles;;;https://www.amazon.com/s?bbn=154822011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154822011%2Cn%3A154824011&dc&qid=1690011096&rnid=154822011&ref=lp_154822011_nr_n_2
3057;Nonfiction;Business & Investing;Biography & History;Labor Policy;;;https://www.amazon.com/s?bbn=154822011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154822011%2Cn%3A154826011&dc&qid=1690011096&rnid=154822011&ref=lp_154822011_nr_n_3
3058;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Bookkeeping;;;https://www.amazon.com/s?bbn=154999011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A155000011&dc&qid=1690011106&rnid=154999011&ref=lp_154999011_nr_n_0
3059;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Entrepreneurship;Advertising;;https://www.amazon.com/s?bbn=155002011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A155002011%2Cn%3A8493728011&dc&qid=1690011111&rnid=155002011&ref=lp_155002011_nr_n_0
3060;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Entrepreneurship;Management;;https://www.amazon.com/s?bbn=155002011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A155002011%2Cn%3A8493730011&dc&qid=1690011111&rnid=155002011&ref=lp_155002011_nr_n_1
3061;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Entrepreneurship;Startups;;https://www.amazon.com/s?bbn=155002011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A155002011%2Cn%3A8493731011&dc&qid=1690011111&rnid=155002011&ref=lp_155002011_nr_n_2
3062;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Franchises;;;https://www.amazon.com/s?bbn=154999011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A155003011&dc&qid=1690011106&rnid=154999011&ref=lp_154999011_nr_n_2
3063;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Mail Order;;;https://www.amazon.com/s?bbn=154999011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A155007011&dc&qid=1690011106&rnid=154999011&ref=lp_154999011_nr_n_3
3064;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Marketing;;;https://www.amazon.com/s?bbn=154999011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A8493734011&dc&qid=1690011106&rnid=154999011&ref=lp_154999011_nr_n_4
3065;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Small Business;Home-Based;Advertising;https://www.amazon.com/s?bbn=155005011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A8493737011%2Cn%3A155005011%2Cn%3A8493805011&dc&qid=1690011126&rnid=155005011&ref=lp_155005011_nr_n_0
3066;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Small Business;Home-Based;Sales & Selling;https://www.amazon.com/s?bbn=155005011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A8493737011%2Cn%3A155005011%2Cn%3A8493811011&dc&qid=1690011126&rnid=155005011&ref=lp_155005011_nr_n_1
3067;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Small Business;Taxation;;https://www.amazon.com/s?bbn=8493737011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A8493737011%2Cn%3A8493713011&dc&qid=1690011124&rnid=8493737011&ref=lp_8493737011_nr_n_1
3068;Nonfiction;Business & Investing;Business Development & Entrepreneurship;Starting a Business;;;https://www.amazon.com/s?bbn=154999011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154999011%2Cn%3A8493738011&dc&qid=1690011106&rnid=154999011&ref=lp_154999011_nr_n_6
3069;Nonfiction;Business & Investing;Business Life;Conflict Resolution & Mediation;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A8493715011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_0
3070;Nonfiction;Business & Investing;Business Life;Ethics;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A154993011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_1
3071;Nonfiction;Business & Investing;Business Life;Etiquette;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A154994011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_2
3072;Nonfiction;Business & Investing;Business Life;Mentoring & Coaching;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A10021498011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_3
3073;Nonfiction;Business & Investing;Business Life;Motivation & Self-Improvement;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A8493716011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_4
3074;Nonfiction;Business & Investing;Business Life;Personal Success;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A8493719011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_5
3075;Nonfiction;Business & Investing;Business Life;Time Management;;;https://www.amazon.com/s?bbn=154830011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154830011%2Cn%3A154838011&dc&qid=1690011135&rnid=154830011&ref=lp_154830011_nr_n_6
3076;Nonfiction;Business & Investing;Economics;Commerce;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A8493720011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_0
3077;Nonfiction;Business & Investing;Economics;Commercial Policy;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154850011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_1
3078;Nonfiction;Business & Investing;Economics;Comparative;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154851011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_2
3079;Nonfiction;Business & Investing;Economics;Development & Growth;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154853011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_3
3080;Nonfiction;Business & Investing;Economics;Econometrics;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154854011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_4
3081;Nonfiction;Business & Investing;Economics;Economic Conditions;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154855011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_5
3082;Nonfiction;Business & Investing;Economics;Economic History;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154856011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_6
3083;Nonfiction;Business & Investing;Economics;Economic Policy & Development;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154857011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_7
3084;Nonfiction;Business & Investing;Economics;Environmental Economics;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A8493721011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_8
3085;Nonfiction;Business & Investing;Economics;Free Enterprise;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154859011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_9
3086;Nonfiction;Business & Investing;Economics;Inflation;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154861011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_10
3087;Nonfiction;Business & Investing;Economics;Interest;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154877011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_11
3088;Nonfiction;Business & Investing;Economics;Labor & Industrial Relations;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154863011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_12
3089;Nonfiction;Business & Investing;Economics;Macroeconomics;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154864011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_13
3090;Nonfiction;Business & Investing;Economics;Microeconomics;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154865011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_14
3091;Nonfiction;Business & Investing;Economics;Money & Monetary Policy;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154866011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_15
3092;Nonfiction;Business & Investing;Economics;Public Finance;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154867011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_16
3093;Nonfiction;Business & Investing;Economics;Statistics;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154868011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_17
3094;Nonfiction;Business & Investing;Economics;Sustainable Development;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154869011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_18
3095;Nonfiction;Business & Investing;Economics;Theory;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154870011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_19
3096;Nonfiction;Business & Investing;Economics;Urban & Regional;;;https://www.amazon.com/s?bbn=154849011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154849011%2Cn%3A154871011&dc&qid=1690011152&rnid=154849011&ref=lp_154849011_nr_n_20
3097;Nonfiction;Business & Investing;Education & Reference;Business Law;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A154991011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_0
3098;Nonfiction;Business & Investing;Education & Reference;Business Mathematics;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A8493817011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_1
3099;Nonfiction;Business & Investing;Education & Reference;Business Skills;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A154996011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_2
3100;Nonfiction;Business & Investing;Education & Reference;CPA;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A158162011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_3
3101;Nonfiction;Business & Investing;Education & Reference;Education;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A154992011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_4
3102;Nonfiction;Business & Investing;Education & Reference;GMAT;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A158172011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_5
3103;Nonfiction;Business & Investing;Education & Reference;Shopping & Commerce;;;https://www.amazon.com/s?bbn=154990011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154990011%2Cn%3A154997011&dc&qid=1690011194&rnid=154990011&ref=lp_154990011_nr_n_6
3104;Nonfiction;Business & Investing;Finance;Budgeting;;;https://www.amazon.com/s?bbn=154872011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A154873011&dc&qid=1690011209&rnid=154872011&ref=lp_154872011_nr_n_0
3105;Nonfiction;Business & Investing;Finance;Corporate Finance;Private Equity;;https://www.amazon.com/s?bbn=154874011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A154874011%2Cn%3A8493739011&dc&qid=1690011212&rnid=154874011&ref=lp_154874011_nr_n_0
3106;Nonfiction;Business & Investing;Finance;Corporate Finance;Valuation;;https://www.amazon.com/s?bbn=154874011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A154874011%2Cn%3A8493740011&dc&qid=1690011212&rnid=154874011&ref=lp_154874011_nr_n_1
3107;Nonfiction;Business & Investing;Finance;Corporate Finance;Venture Capital;;https://www.amazon.com/s?bbn=154874011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A154874011%2Cn%3A8493741011&dc&qid=1690011212&rnid=154874011&ref=lp_154874011_nr_n_2
3108;Nonfiction;Business & Investing;Finance;Financial Engineering;;;https://www.amazon.com/s?bbn=154872011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A8493742011&dc&qid=1690011209&rnid=154872011&ref=lp_154872011_nr_n_2
3109;Nonfiction;Business & Investing;Finance;Financial Risk Management;;;https://www.amazon.com/s?bbn=154872011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A8493743011&dc&qid=1690011209&rnid=154872011&ref=lp_154872011_nr_n_3
3110;Nonfiction;Business & Investing;Finance;Wealth Management;;;https://www.amazon.com/s?bbn=154872011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154872011%2Cn%3A8493744011&dc&qid=1690011209&rnid=154872011&ref=lp_154872011_nr_n_4
3111;Nonfiction;Business & Investing;Green Business;;;;https://www.amazon.com/s?bbn=154821011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A8493746011&dc&qid=1690011079&rnid=154821011&ref=lp_154821011_nr_n_7
3112;Nonfiction;Business & Investing;Industries;Agriculture;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A8493749011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_0
3113;Nonfiction;Business & Investing;Industries;Automobile Industry;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A8493753011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_1
3114;Nonfiction;Business & Investing;Industries;Banks & Banking;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154892011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_2
3115;Nonfiction;Business & Investing;Industries;Consulting;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154893011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_3
3116;Nonfiction;Business & Investing;Industries;Customer Relations;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154894011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_4
3117;Nonfiction;Business & Investing;Industries;E-commerce;Auctions & Small Business;;https://www.amazon.com/s?bbn=154895011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154895011%2Cn%3A8493757011&dc&qid=1690011240&rnid=154895011&ref=lp_154895011_nr_n_0
3118;Nonfiction;Business & Investing;Industries;E-commerce;Marketing;;https://www.amazon.com/s?bbn=154895011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154895011%2Cn%3A8493758011&dc&qid=1690011240&rnid=154895011&ref=lp_154895011_nr_n_1
3119;Nonfiction;Business & Investing;Industries;E-commerce;Online Banking;;https://www.amazon.com/s?bbn=154895011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154895011%2Cn%3A154897011&dc&qid=1690011240&rnid=154895011&ref=lp_154895011_nr_n_2
3120;Nonfiction;Business & Investing;Industries;E-commerce;Online Trading;;https://www.amazon.com/s?bbn=154895011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A154895011%2Cn%3A154898011&dc&qid=1690011240&rnid=154895011&ref=lp_154895011_nr_n_3
3121;Nonfiction;Business & Investing;Industries;Fashion & Textile;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A8493759011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_6
3122;Nonfiction;Business & Investing;Industries;Financial Services;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A8493760011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_7
3123;Nonfiction;Business & Investing;Industries;Healthcare;;;https://www.amazon.com/s?bbn=154879011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A154821011%2Cn%3A154879011%2Cn%3A18623111011&dc&qid=1690011228&rnid=154879011&ref=lp_154879011_nr_n_8
